,0
2678,Isles pound Penguins to end three-game skid
2679,Atkinson scores in OT as Blue Jackets edge Bruins for 8th straight win
2680,Panthers blank Canadiens for third straight time
2681,"Rinne, Predators blank Sabres"
2682,Berglund's OT winner leads Blues past Blackhawks
2683,Laine's two goals lift Jets past Stars
2684,Kucherov scores twice as Lightning top Oilers
2685,"Simmonds, Flyers double up against Caps"
2686,Trump says Kelly will leave chief of staff job at end of year
2687,Trump is in talks with Pence aide Ayers to replace Kelly
2688,"Factbox: Trump administration departures, resignations and firings"
2689,"Van Riemsdyk's winner lifts Hurricanes over Islanders, 4-3"
2690,Karlsson's hat trick helps Golden Knights douse Flames
2691,"MacKinnon stays hot, carries Avs over Red Wings"
2692,Meier scores twice as Sharks cruise past Canucks
2693,Leafs blank Canadiens for 4th straight win
2694,Wild get past cellar-dwelling Coyotes
2695,"Schenn, Blues beat Rangers in OT"
2696,Four-goal third leads Flyers past Hurricanes
2697,"Kinkaid, Kings shutout Devils, 3-0"
2698,"Blue Jackets top Senators, run win streak to seven"
2699,Trump seen picking Army head Milley as next chairman of Joint Chiefs
2700,Trump calls Tillerson 'dumb as a rock' and 'lazy'
2701,Trump picks attorney general and U.N. envoy in fresh staff shake-up
2702,"Rask, Bruins shut out Lightning"
2703,McDavid boosts Oilers past Panthers 4-2
2704,Baptiste scores twice as Sabres edge Blackhawks
2705,"Ducks dispatch Red Wings, 4-2"
2706,Zucker helps Wild double up Golden Knights
2707,Predators first to clinch playoff spot with 4-2 win over Avs
2708,"Kane pots four goals as Sharks top Flames, 7-4"
2709,Hoffman's OT winner sends Sens past slumping Stars
2710,Chiasson leads balanced attack as Caps rout Islanders
2711,Kopitar's four-point night lifts Kings past Wings
2712,Trump: 'China talks are going very well'
2713,White House chief of staff Kelly to resign in days: CNN
2714,Mudslide risk in Southern California wildfire zones prompts evacuation of thousands
2715,Predators earn comeback win over Coyotes
2716,Connor scores twice for Jets in 6-2 victory
2717,Hornqvist scores twice as Penguins top Habs
2718,MacKinnon scores twice to lead Avs past Blues
2719,Panthers' Reimer makes 46 saves to blank Bruins
2720,"Oshie, Capitals climb past Islanders"
2721,Atkinson leads Jackets over Flyers for sixth straight win
2722,"Maple Leafs beat Sabres, 5-2"
2723,"Devils demolish Golden Knights, 8-3"
2724,Gibson notches third shutout as Ducks blank Canucks
2725,California utility probing possibility wires involved in wildfire
2726,Trump administration relaxes some Obama-era school lunch rules
2727,Michigan Republicans following Wisconsin's lead in curbing Democrats' power
2728,Zibanejad carries Rangers to OT win over Penguins
2729,Coyotes blow big lead but top Kings in shootout
2730,"Predators pound Jets, tie for league lead"
2731,One goal proves enough for Flames to top Oilers
2732,Compher scores twice as Avs top Wild
2733,Senators end Lightning's point streak
2734,Pastrnak's 3rd-period hat trick lifts Bruins past Hurricanes
2735,"Lehkonen, Galchenyuk, Drouin lead Canadians past Dallas"
2736,"Quick, Kings blank Canucks 3-0"
2737,"Sharks outlast Red Wings, 5-3"
2738,North Carolina Republicans open to new U.S. House seat vote if fraud found
2739,Senators grapple with ways to punish Saudis over Khashoggi death
2740,Congress approves short-term spending bill to avert government shutdown
2741,"Quick, Kings blank Canucks 3-0"
2742,"Sharks outlast Red Wings, 5-3"
2743,Blues top Ducks 4-2 in key battle for playoff position
2744,Blue Jackets cruise past Canadiens for fifth straight win
2745,Senators snap Panthers' home winning streak
2746,Ovechkin scores 600th goal in overtime victory
2747,Golden Knights beat Flyers for 45th win
2748,Vesey's hat trick helps Rangers rout Hurricanes
2749,"Kuemper, Coyotes shut out Canucks"
2750,Penguins best Stars to move back atop Metropolitan Division
2751,Wisconsin Republicans move to undercut incoming Democratic governor
2752,'Badass' national security women offer Democrats a Trump antidote
2753,Menendez says U.S. sanctions on Russia's Deripaska should remain
2754,"Isles dump Flames, snap 8-game skid"
2755,"Kane lifts Blackhawks over Bruins, 3-1"
2756,Boyle sends Devils past Predators in shootout
2757,McDavid's two-goal night lifts Oilers past Wild
2758,Kadri scores twice as Maple Leafs rout Penguins
2759,Panthers keep home streak alive with SO win over Rangers
2760,Lighting edge Canadiens in shootout
2761,Slumping Blues erupt in 7-2 rout over Kings
2762,"Capitals salvage road trip, shut out Sharks"
2763,"Avs score 3 goals in first 5 minutes, cruise past Coyotes"
2764,Democrat threatens not to seat Republican in North Carolina vote dispute
2765,Republican campaign emails hacked months before election
2766,Subpoenas issued to Trump Organization in emoluments lawsuit
2767,Haula sends Knights past Sabres in shootout
2768,"Bruins beat Blackhawks, cap perfect homestand"
2769,"Giroux, MacDonald send Flyers past Jets"
2770,Late power-play goals lead Stars past Ducks
2771,Staal stays hot as Wild rout Canucks
2772,Hot rookie goalie Rittich helps Flames top Senators
2773,Jones scores twice as Blue Jackets edge Red Wings
2774,Sharks shut out slumping Blues
2775,Kings top Caps for fourth win in five games
2776,"McDavid scores in regulation, shootout as Oilers top Isles"
2777,CIA chief Haspel to brief Senate leaders on Khashoggi's death
2778,Republican state lawmakers scramble to curb incoming Democrats' power
2779,U.S. lawmakers make final push to win approval of self-driving car bill
2780,Predators' balanced attack too much for Ducks
2781,Aho scores game-winner as Hurricanes edge Blackhawks
2782,Panthers blank Canadiens for 7th straight home win
2783,Sabres slip past Senators in shootout
2784,Cirelli stays hot as Lightning top Rangers
2785,Marchand nets game-winner in final minute as Bruins edge Flyers
2786,Golden Knights blank Red Wings behind 28 saves by Fleury
2787,Laine scores again as Jets down Devils
2788,Jones' overtime goal lifts Blue Jackets past Avalanche
2789,Stepan's late goal lifts Coyotes over Canucks
2790,Ex-FBI head Comey drops challenge to House panel subpoena
2791,Google CEO hearing in U.S. House likely to be postponed: Goodlatte
2792,Trump likely to agree to two-week government funding extension
2793,Gibson makes 36 saves as Ducks blank Capitals
2794,Point lifts Lightning over Panthers in OT
2795,Toews nails OT game-winer as Blackhawks edge Avalanche
2796,"Zajac, Hall propel Devils past Canadiens"
2797,Predators top Stars for club-record 9th straight win
2798,Staal scores twice as Wild rout Hurricanes
2799,Marchand completes hat trick in OT as Bruins beat Red Wings
2800,Blue Jackets cruise in win over Golden Knights
2801,Laine picks up a hat trick as Jets blank Rangers
2802,"Leipsic atones for costly penalty, scores in OT as Canucks top Isles"
2803,Pentagon appears poised to extend Mexico border deployment
2804,U.S. judge delays ruling on ex-FBI director's request to quash Republican subpoena
2805,"After Cohen plea, Democrats in Congress eye other Trump allies' testimony"
2806,Laine picks up a hat trick as Jets blank Rangers
2807,"Leipsic atones for costly penalty, scores in OT as Canucks top Isles"
2808,Klefbom ends goal drought in OT as Oilers beat Coyotes
2809,Karlsson scores in OT as Senators upset Stars
2810,Schultz scores in OT as Penguins top Flames
2811,Sabres dump Maple Leafs 5-3
2812,"Blue Jackets score three early, hold on vs. Sharks"
2813,Laine scores twice as Jets edge Hurricanes
2814,Zucker scores twice as Wild trounce Red Wings
2815,"Fleury stops 33 shots as Knights edge Devils, halt skid"
2816,Kremlin says Putin and Trump will have impromptu meeting at G20: RIA
2817,"Senate defied Trump on Saudi ties, but may falter in next steps"
2818,Trump ex-lawyer pleads guilty to lying about Moscow tower project
2819,"Panthers top Flyers, run win streak to 6 games"
2820,Georgiev gets first NHL win as Rangers edge Oilers
2821,Ovechkin scores 40th as Caps rip Leafs for outdoor win
2822,"Martinook, Raanta lead Coyotes past Senators"
2823,Marchand nets OT winner as Bruins top Canadiens
2824,Crosby's OT tally lifts Penguins past Islanders
2825,Blackhawks ride 4 third-period goals to comeback win vs. Kings
2826,Benn’s OT goal lifts Stars over Blues 3-2
2827,"Lightning endure another overtime, beat Flyers in shootout"
2828,2nd-period breakaways boost Ducks past Jackets
2829,Trump says Manafort pardon 'not off the table': interview
2830,Senate votes to advance consumer watchdog nominee
2831,Democrats take aim at census citizenship question in spending fight
2832,Senators hand Golden Knights 3rd straight loss
2833,Predators top Canucks in OT for 7th consecutive win
2834,Rangers' Lundqvist makes 50 saves for birthday win at Calgary
2835,MacKinnon's 5-point game propels Avs past Wild
2836,Laine scores twice as Jets down Red Wings
2837,Hurricanes dump Devils for 2nd win in row
2838,Panthers cruise past Sabres for 5th straight win
2839,"Kings get three goals in second, down Blue Jackets"
2840,Pavelski leads Sharks in rout of Blackhawks
2841,Conacher’s overtime goal lifts Lightning over Stars
2842,Pelosi takes big step toward reclaiming House speaker's job
2843,Trump told Mueller he had no prior knowledge of 2016 Trump Tower meeting: Giuliani
2844,Senate advances measure to end military support for Saudis in Yemen
2845,Coyotes heat up in third period to top Wild
2846,Four unanswered goals lift Predators over Oilers
2847,"Barkov, Mamin lead Panthers past Devils"
2848,Bruins roll over Penguins after high-scoring first period
2849,Williams scores twice as Hurricanes down Flyers
2850,Rangers clip Canucks on Gilmour's OT goal
2851,Big second period pushes Avalanche past Flames
2852,Blues edge Wings to end skid
2853,Pominville lifts Sabres over Lightning in OT
2854,Niemi stops 27 shots as Canadiens top Islanders
2855,Republican senator to withhold vote until CIA briefs on Khashoggi
2856,Trump makes wall funding top issue as spending deadline looms
2857,U.S. House panel sets Google CEO hearing for December 5
2858,Pominville lifts Sabres over Lightning in OT
2859,Niemi stops 27 shots as Canadiens top Islanders
2860,Campbell posts first NHL win as Kings beat Knights again
2861,Kane contributes to win in San Jose debut
2862,Hartman the hero in Predators debut
2863,Staal scores hat trick as Wild romp over Blues
2864,Stars goalie Bishop stifles Flames in 2-0 win
2865,McCann's OT goal lifts Panthers over Maple Leafs
2866,Devils stay hot with 3-2 win over Penguins
2867,Bruins slip past Hurricanes in overtime
2868,U.S. senator says privacy bill draft could come early next year
2869,FTC to brief lawmakers on subpoena targeting Matthew Whitaker
2870,Single word keeps some farmers from getting Trump's aid to offset tariffs
2871,Kuznetsov tallies twice as Caps top Senators
2872,"Kings tie game late, top Knights in OT"
2873,MacKinnon scores twice as Avalanche top Canucks
2874,Flyers edge Habs in shootout after scoreless game
2875,Lightning outlast Leafs in shootout
2876,Letestu returns to push Blue Jackets past Capitals
2877,Daniel Sedin scores twice in Canucks' win at Arizona
2878,"McDavid, Oilers down Ducks in shootout"
2879,Wild rally for OT win over Sharks
2880,Red Wings slip past Rangers in OT
2881,White House spokeswoman: Not aware of any talk of pardon for ex-Trump aide Manafort
2882,Top Democratic lawmaker to probe hate crimes and surveillance of minorities
2883,Democrats slam 'imaginary Republican tax bill
2884,Sabres cruise in Nash's Bruins debut
2885,Nashville’s balanced scoring overwhelms reeling Blues
2886,Talbot makes 31 saves as Oilers edge Kings
2887,Leafs top Bruins to win ninth straight at home
2888,"Palmieri, Hall carry Devils past Islanders, 2-1"
2889,"Raanta stops 26 shots, Coyotes blank Ducks"
2890,Laine leads second-period scoring burst at Jets dominate Stars
2891,"Lightning top Canadiens in shootout, 4-3"
2892,"Dadonov's hat trick carries Panthers over Penguins, 6-5"
2893,Anderson goal lifts Blue Jackets over Blackhawks
2894,Trump says his daughter Ivanka to attend Mexican inauguration
2895,"U.S. lawmakers' concern on Saudi Arabia prompts Pompeo, Mattis briefing"
2896,Trump rejects findings of U.S. government climate change report
2897,Balanced attack leads Flames past Avalanche
2898,"Giroux, Flyers continue roll with win over Senators"
2899,Golden Knights continue home dominance with rout of Canucks
2900,Berube an unlikely star in net as Blackhawks top Sharks
2901,Hellebuyck notches sixth shutout as Jets blank Blues
2902,Kessel leads Penguins in rout of Hurricanes
2903,"Staal, Granlund score 4 points each as Wild down Rangers"
2904,Two late goals lift Stars past Kings
2905,McDavid scores in overtime as Oilers edge Avalanche
2906,"Flames shrug off early deficit, blast Coyotes"
2907,Trump takes bid to restrict transgender troops to Supreme Court
2908,Trump dismisses report he is unhappy with Treasury's Mnuchin
2909,"Clashing with Trump, U.S. government report says climate change will batter economy"
2910,Rinne earns 300th win as Predators rout Sharks
